defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,type_numeric,location_numeric,severity_numeric,inspection_method_numeric,year,month,day_of_week,defect_to_product_ratio,cost_bin,defects_per_inspection,avg_cost_per_defect_type,defects_per_day,cost_to_product_ratio,inspection_efficiency
161,56,Cosmetic,2024-05-21,Component,Minor,Visual Inspection,612.03,3,1,1,1,2024,5,Tuesday,0.18,High,351,513.9084789644013,6,99.163,494.0540740740741
162,56,Functional,2024-02-09,Component,Moderate,Manual Testing,614.11,2,1,2,3,2024,2,Friday,0.18,High,352,507.0961061946902,6,99.163,526.0746875
163,12,Cosmetic,2024-01-30,Surface,Minor,Manual Testing,238.39,3,3,1,3,2024,1,Tuesday,0.13,Low,352,513.9084789644013,7,65.8365,526.0746875
164,6,Structural,2024-04-20,Internal,Minor,Visual Inspection,986.51,1,2,1,1,2024,4,Saturday,0.15,Critical,351,502.6245738636364,5,87.3381,494.0540740740741
165,30,Cosmetic,2024-05-06,Component,Critical,Automated Testing,796.76,3,1,3,2,2024,5,Monday,0.09,Critical,297,513.9084789644013,9,52.728199999999994,501.8043097643098
166,34,Functional,2024-02-15,Component,Minor,Visual Inspection,105.27,2,1,1,1,2024,2,Thursday,0.09,Low,351,507.0961061946902,7,21.541700000000002,494.0540740740741
167,99,Cosmetic,2024-01-27,Surface,Moderate,Automated Testing,950.97,3,3,2,2,2024,1,Saturday,0.1,Critical,297,513.9084789644013,7,55.981300000000005,501.8043097643098
168,14,Structural,2024-06-29,Surface,Critical,Visual Inspection,517.41,1,3,3,1,2024,6,Saturday,0.11,High,351,502.6245738636364,4,56.9366,494.0540740740741
169,70,Cosmetic,2024-06-03,Surface,Critical,Manual Testing,789.62,3,3,3,3,2024,6,Monday,0.08,Critical,352,513.9084789644013,3,39.7,526.0746875
170,4,Functional,2024-05-16,Internal,Moderate,Visual Inspection,942.03,2,2,2,1,2024,5,Thursday,0.16,Critical,351,507.0961061946902,10,64.9545,494.0540740740741
171,74,Cosmetic,2024-04-26,Surface,Moderate,Manual Testing,352.05,3,3,2,3,2024,4,Friday,0.15,Medium,352,513.9084789644013,10,84.6054,526.0746875
172,25,Cosmetic,2024-01-02,Component,Critical,Automated Testing,10.22,3,1,3,2,2024,1,Tuesday,0.11,Low,297,513.9084789644013,11,34.7919,501.8043097643098
173,74,Cosmetic,2024-03-29,Component,Moderate,Automated Testing,932.23,3,1,2,2,2024,3,Friday,0.15,Critical,297,513.9084789644013,9,84.6054,501.8043097643098
174,51,Functional,2024-05-29,Surface,Critical,Automated Testing,715.22,2,3,3,2,2024,5,Wednesday,0.13,High,297,507.0961061946902,7,66.7168,501.8043097643098
175,6,Structural,2024-02-19,Internal,Moderate,Manual Testing,999.64,1,2,2,3,2024,2,Monday,0.15,Critical,352,502.6245738636364,7,87.3381,526.0746875
176,13,Structural,2024-03-09,Surface,Critical,Manual Testing,952.49,1,3,3,3,2024,3,Saturday,0.09,Critical,352,502.6245738636364,5,51.006400000000006,526.0746875
177,34,Structural,2024-01-21,Internal,Minor,Manual Testing,174.76,1,2,1,3,2024,1,Sunday,0.09,Low,352,502.6245738636364,7,21.541700000000002,526.0746875
178,51,Functional,2024-01-17,Internal,Minor,Visual Inspection,755.15,2,2,1,1,2024,1,Wednesday,0.13,High,351,507.0961061946902,2,66.7168,494.0540740740741
179,44,Structural,2024-04-23,Surface,Moderate,Automated Testing,532.6,1,3,2,2,2024,4,Tuesday,0.11,High,297,502.6245738636364,7,42.5841,501.8043097643098
180,64,Structural,2024-01-07,Component,Minor,Manual Testing,854.25,1,1,1,3,2024,1,Sunday,0.11,Critical,352,502.6245738636364,5,55.9664,526.0746875
181,91,Functional,2024-02-29,Internal,Minor,Automated Testing,383.83,2,2,1,2,2024,2,Thursday,0.1,Medium,297,507.0961061946902,9,26.756999999999998,501.8043097643098
182,80,Functional,2024-01-27,Internal,Moderate,Manual Testing,80.0,2,2,2,3,2024,1,Saturday,0.11,Low,352,507.0961061946902,7,33.486799999999995,526.0746875
183,8,Structural,2024-02-02,Component,Critical,Visual Inspection,970.31,1,1,3,1,2024,2,Friday,0.11,Critical,351,502.6245738636364,7,63.0805,494.0540740740741
184,14,Functional,2024-02-09,Internal,Moderate,Visual Inspection,517.63,2,2,2,1,2024,2,Friday,0.11,High,351,507.0961061946902,6,56.9366,494.0540740740741
185,64,Structural,2024-01-15,Surface,Moderate,Automated Testing,81.33,1,3,2,2,2024,1,Monday,0.11,Low,297,502.6245738636364,7,55.9664,501.8043097643098
186,21,Structural,2024-03-29,Component,Critical,Manual Testing,540.92,1,1,3,3,2024,3,Friday,0.05,High,352,502.6245738636364,9,23.5021,526.0746875
187,13,Cosmetic,2024-04-27,Internal,Critical,Visual Inspection,280.77,3,2,3,1,2024,4,Saturday,0.09,Medium,351,513.9084789644013,5,51.006400000000006,494.0540740740741
188,56,Structural,2024-06-02,Internal,Moderate,Automated Testing,87.28,1,2,2,2,2024,6,Sunday,0.18,Low,297,502.6245738636364,5,99.163,501.8043097643098
189,95,Cosmetic,2024-02-23,Surface,Minor,Manual Testing,306.56,3,3,1,3,2024,2,Friday,0.12,Medium,352,513.9084789644013,7,61.257799999999996,526.0746875
190,4,Functional,2024-06-22,Surface,Critical,Automated Testing,86.46,2,3,3,2,2024,6,Saturday,0.16,Low,297,507.0961061946902,7,64.9545,501.8043097643098
191,80,Cosmetic,2024-01-12,Surface,Critical,Manual Testing,13.03,3,3,3,3,2024,1,Friday,0.11,Low,352,513.9084789644013,6,33.486799999999995,526.0746875
192,95,Functional,2024-03-21,Component,Critical,Visual Inspection,525.07,2,1,3,1,2024,3,Thursday,0.12,High,351,507.0961061946902,6,61.257799999999996,494.0540740740741
193,28,Cosmetic,2024-05-21,Component,Critical,Manual Testing,219.71,3,1,3,3,2024,5,Tuesday,0.12,Low,352,513.9084789644013,6,55.408199999999994,526.0746875
194,1,Structural,2024-03-03,Component,Critical,Visual Inspection,192.21,1,1,3,1,2024,3,Sunday,0.12,Low,351,502.6245738636364,10,66.52590000000001,494.0540740740741
195,17,Structural,2024-02-18,Component,Moderate,Automated Testing,924.13,1,1,2,2,2024,2,Sunday,0.14,Critical,297,502.6245738636364,8,72.947,501.8043097643098
196,18,Structural,2024-06-21,Component,Minor,Manual Testing,65.23,1,1,1,3,2024,6,Friday,0.06,Low,352,502.6245738636364,6,19.4631,526.0746875
197,76,Cosmetic,2024-05-28,Internal,Moderate,Automated Testing,481.7,3,2,2,2,2024,5,Tuesday,0.11,Medium,297,513.9084789644013,4,56.2061,501.8043097643098
198,28,Cosmetic,2024-04-14,Surface,Minor,Manual Testing,561.27,3,3,1,3,2024,4,Sunday,0.12,High,352,513.9084789644013,2,55.408199999999994,526.0746875
199,75,Structural,2024-01-30,Internal,Moderate,Visual Inspection,169.54,1,2,2,1,2024,1,Tuesday,0.09,Low,351,502.6245738636364,7,55.833099999999995,494.0540740740741
200,78,Cosmetic,2024-04-04,Surface,Moderate,Visual Inspection,629.38,3,3,2,1,2024,4,Thursday,0.05,High,351,513.9084789644013,11,27.603,494.0540740740741
201,8,Cosmetic,2024-01-04,Surface,Critical,Automated Testing,783.36,3,3,3,2,2024,1,Thursday,0.11,Critical,297,513.9084789644013,6,63.0805,501.8043097643098
202,97,Structural,2024-05-25,Surface,Moderate,Automated Testing,102.88,1,3,2,2,2024,5,Saturday,0.19,Low,297,502.6245738636364,4,84.0584,501.8043097643098
203,22,Structural,2024-04-05,Component,Minor,Manual Testing,269.04,1,1,1,3,2024,4,Friday,0.08,Low,352,502.6245738636364,8,37.5166,526.0746875
204,82,Functional,2024-01-20,Surface,Moderate,Visual Inspection,257.33,2,3,2,1,2024,1,Saturday,0.08,Low,351,507.0961061946902,6,33.7604,494.0540740740741
205,17,Structural,2024-05-28,Component,Critical,Automated Testing,824.37,1,1,3,2,2024,5,Tuesday,0.14,Critical,297,502.6245738636364,4,72.947,501.8043097643098
206,59,Functional,2024-05-29,Surface,Minor,Manual Testing,303.59,2,3,1,3,2024,5,Wednesday,0.06,Medium,352,507.0961061946902,7,25.045099999999998,526.0746875
207,69,Functional,2024-04-22,Internal,Critical,Automated Testing,793.3,2,2,3,2,2024,4,Monday,0.08,Critical,297,507.0961061946902,4,59.1702,501.8043097643098
208,22,Functional,2024-01-31,Surface,Critical,Manual Testing,929.05,2,3,3,3,2024,1,Wednesday,0.08,Critical,352,507.0961061946902,3,37.5166,526.0746875
209,76,Functional,2024-05-20,Internal,Moderate,Manual Testing,473.36,2,2,2,3,2024,5,Monday,0.11,Medium,352,507.0961061946902,6,56.2061,526.0746875
210,59,Functional,2024-01-25,Surface,Minor,Automated Testing,478.17,2,3,1,2,2024,1,Thursday,0.06,Medium,297,507.0961061946902,8,25.045099999999998,501.8043097643098
211,61,Structural,2024-03-12,Component,Critical,Manual Testing,430.49,1,1,3,3,2024,3,Tuesday,0.11,Medium,352,502.6245738636364,4,59.6751,526.0746875
212,69,Functional,2024-05-07,Surface,Moderate,Automated Testing,460.93,2,3,2,2,2024,5,Tuesday,0.08,Medium,297,507.0961061946902,4,59.1702,501.8043097643098
213,75,Cosmetic,2024-01-30,Internal,Moderate,Visual Inspection,917.3,3,2,2,1,2024,1,Tuesday,0.09,Critical,351,513.9084789644013,7,55.833099999999995,494.0540740740741
214,42,Structural,2024-01-02,Surface,Minor,Manual Testing,520.21,1,3,1,3,2024,1,Tuesday,0.05,High,352,502.6245738636364,11,25.5651,526.0746875
215,38,Functional,2024-01-07,Internal,Critical,Manual Testing,575.58,2,2,3,3,2024,1,Sunday,0.08,High,352,507.0961061946902,5,38.5737,526.0746875
216,5,Structural,2024-01-13,Internal,Moderate,Visual Inspection,296.41,1,2,2,1,2024,1,Saturday,0.13,Medium,351,502.6245738636364,10,59.1251,494.0540740740741
217,10,Cosmetic,2024-05-28,Surface,Critical,Automated Testing,622.98,3,3,3,2,2024,5,Tuesday,0.16,High,297,513.9084789644013,4,100.8492,501.8043097643098
218,21,Functional,2024-05-10,Internal,Critical,Visual Inspection,484.08,2,2,3,1,2024,5,Friday,0.05,Medium,351,507.0961061946902,6,23.5021,494.0540740740741
219,92,Cosmetic,2024-04-26,Component,Critical,Manual Testing,479.31,3,1,3,3,2024,4,Friday,0.16,Medium,352,513.9084789644013,10,75.8884,526.0746875
220,29,Functional,2024-04-05,Surface,Minor,Manual Testing,624.22,2,3,1,3,2024,4,Friday,0.07,High,352,507.0961061946902,8,27.5156,526.0746875
221,49,Functional,2024-06-11,Component,Critical,Manual Testing,777.18,2,1,3,3,2024,6,Tuesday,0.12,Critical,352,507.0961061946902,5,84.1922,526.0746875
222,28,Functional,2024-02-12,Component,Critical,Automated Testing,842.93,2,1,3,2,2024,2,Monday,0.12,Critical,297,507.0961061946902,4,55.408199999999994,501.8043097643098
223,87,Cosmetic,2024-01-26,Surface,Critical,Manual Testing,974.99,3,3,3,3,2024,1,Friday,0.12,Critical,352,513.9084789644013,8,62.4517,526.0746875
224,51,Functional,2024-04-24,Component,Critical,Manual Testing,989.81,2,1,3,3,2024,4,Wednesday,0.13,Critical,352,507.0961061946902,9,66.7168,526.0746875
225,64,Structural,2024-04-23,Component,Moderate,Visual Inspection,484.04,1,1,2,1,2024,4,Tuesday,0.11,Medium,351,502.6245738636364,7,55.9664,494.0540740740741
226,77,Cosmetic,2024-06-04,Internal,Minor,Automated Testing,38.39,3,2,1,2,2024,6,Tuesday,0.14,Low,297,513.9084789644013,6,76.5737,501.8043097643098
227,23,Functional,2024-06-23,Surface,Minor,Visual Inspection,334.53,2,3,1,1,2024,6,Sunday,0.07,Medium,351,507.0961061946902,4,40.8322,494.0540740740741
228,89,Functional,2024-02-04,Component,Moderate,Manual Testing,580.74,2,1,2,3,2024,2,Sunday,0.04,High,352,507.0961061946902,8,24.711599999999997,526.0746875
229,30,Functional,2024-03-24,Surface,Critical,Manual Testing,638.28,2,3,3,3,2024,3,Sunday,0.09,High,352,507.0961061946902,5,52.728199999999994,526.0746875
230,88,Structural,2024-01-28,Component,Minor,Manual Testing,727.86,1,1,1,3,2024,1,Sunday,0.08,High,352,502.6245738636364,8,51.813900000000004,526.0746875
231,47,Structural,2024-03-11,Internal,Moderate,Manual Testing,117.74,1,2,2,3,2024,3,Monday,0.11,Low,352,502.6245738636364,7,62.7588,526.0746875
232,74,Functional,2024-05-25,Component,Critical,Automated Testing,891.94,2,1,3,2,2024,5,Saturday,0.15,Critical,297,507.0961061946902,4,84.6054,501.8043097643098
233,53,Structural,2024-03-17,Surface,Minor,Visual Inspection,440.58,1,3,1,1,2024,3,Sunday,0.06,Medium,351,502.6245738636364,6,32.7112,494.0540740740741
234,39,Structural,2024-02-17,Internal,Minor,Automated Testing,310.96,1,2,1,2,2024,2,Saturday,0.11,Medium,297,502.6245738636364,9,52.7325,501.8043097643098
235,4,Cosmetic,2024-01-28,Internal,Critical,Manual Testing,430.74,3,2,3,3,2024,1,Sunday,0.16,Medium,352,513.9084789644013,8,64.9545,526.0746875
236,29,Cosmetic,2024-05-05,Surface,Minor,Automated Testing,47.99,3,3,1,2,2024,5,Sunday,0.07,Low,297,513.9084789644013,5,27.5156,501.8043097643098
237,31,Cosmetic,2024-06-30,Component,Moderate,Visual Inspection,728.13,3,1,2,1,2024,6,Sunday,0.12,High,351,513.9084789644013,4,62.9977,494.0540740740741
238,75,Structural,2024-02-06,Component,Critical,Visual Inspection,890.35,1,1,3,1,2024,2,Tuesday,0.09,Critical,351,502.6245738636364,6,55.833099999999995,494.0540740740741
239,88,Functional,2024-03-12,Surface,Minor,Manual Testing,356.55,2,3,1,3,2024,3,Tuesday,0.08,Medium,352,507.0961061946902,4,51.813900000000004,526.0746875
240,14,Structural,2024-05-04,Internal,Moderate,Visual Inspection,271.51,1,2,2,1,2024,5,Saturday,0.11,Medium,351,502.6245738636364,5,56.9366,494.0540740740741
241,80,Structural,2024-03-19,Surface,Minor,Manual Testing,288.31,1,3,1,3,2024,3,Tuesday,0.11,Medium,352,502.6245738636364,6,33.486799999999995,526.0746875
242,13,Functional,2024-02-08,Component,Critical,Automated Testing,663.49,2,1,3,2,2024,2,Thursday,0.09,High,297,507.0961061946902,5,51.006400000000006,501.8043097643098
243,5,Functional,2024-06-18,Internal,Moderate,Manual Testing,711.77,2,2,2,3,2024,6,Tuesday,0.13,High,352,507.0961061946902,6,59.1251,526.0746875
244,67,Structural,2024-06-04,Surface,Moderate,Visual Inspection,822.12,1,3,2,1,2024,6,Tuesday,0.12,Critical,351,502.6245738636364,6,67.6574,494.0540740740741
245,35,Cosmetic,2024-05-27,Component,Critical,Visual Inspection,889.52,3,1,3,1,2024,5,Monday,0.11,Critical,351,513.9084789644013,5,58.6208,494.0540740740741
246,81,Structural,2024-03-30,Surface,Minor,Automated Testing,471.55,1,3,1,2,2024,3,Saturday,0.2,Medium,297,502.6245738636364,8,117.40639999999999,501.8043097643098
247,24,Cosmetic,2024-04-22,Internal,Critical,Automated Testing,136.69,3,2,3,2,2024,4,Monday,0.08,Low,297,513.9084789644013,4,33.579899999999995,501.8043097643098
248,65,Structural,2024-03-27,Component,Minor,Automated Testing,148.61,1,1,1,2,2024,3,Wednesday,0.11,Low,297,502.6245738636364,8,55.3059,501.8043097643098
249,13,Structural,2024-05-16,Surface,Moderate,Manual Testing,768.39,1,3,2,3,2024,5,Thursday,0.09,Critical,352,502.6245738636364,10,51.006400000000006,526.0746875
250,65,Cosmetic,2024-06-07,Component,Moderate,Manual Testing,545.52,3,1,2,3,2024,6,Friday,0.11,High,352,513.9084789644013,8,55.3059,526.0746875
251,33,Structural,2024-01-29,Component,Moderate,Automated Testing,978.58,1,1,2,2,2024,1,Monday,0.11,Critical,297,502.6245738636364,6,55.758100000000006,501.8043097643098
252,92,Cosmetic,2024-05-16,Internal,Critical,Visual Inspection,62.59,3,2,3,1,2024,5,Thursday,0.16,Low,351,513.9084789644013,10,75.8884,494.0540740740741
253,25,Functional,2024-05-01,Component,Minor,Automated Testing,146.53,2,1,1,2,2024,5,Wednesday,0.11,Low,297,507.0961061946902,5,34.7919,501.8043097643098
254,33,Functional,2024-05-02,Surface,Minor,Automated Testing,168.3,2,3,1,2,2024,5,Thursday,0.11,Low,297,507.0961061946902,2,55.758100000000006,501.8043097643098
255,63,Cosmetic,2024-01-02,Internal,Critical,Manual Testing,225.2,3,2,3,3,2024,1,Tuesday,0.2,Low,352,513.9084789644013,11,91.7406,526.0746875
256,23,Structural,2024-06-18,Surface,Minor,Manual Testing,875.37,1,3,1,3,2024,6,Tuesday,0.07,Critical,352,502.6245738636364,6,40.8322,526.0746875
257,47,Structural,2024-06-03,Surface,Minor,Manual Testing,772.77,1,3,1,3,2024,6,Monday,0.11,Critical,352,502.6245738636364,3,62.7588,526.0746875
258,78,Structural,2024-05-07,Component,Minor,Automated Testing,617.12,1,1,1,2,2024,5,Tuesday,0.05,High,297,502.6245738636364,4,27.603,501.8043097643098
259,74,Functional,2024-03-20,Surface,Moderate,Manual Testing,900.61,2,3,2,3,2024,3,Wednesday,0.15,Critical,352,507.0961061946902,5,84.6054,526.0746875
260,70,Structural,2024-03-03,Surface,Minor,Manual Testing,159.25,1,3,1,3,2024,3,Sunday,0.08,Low,352,502.6245738636364,10,39.7,526.0746875
261,59,Functional,2024-03-02,Internal,Minor,Manual Testing,16.62,2,2,1,3,2024,3,Saturday,0.06,Low,352,507.0961061946902,5,25.045099999999998,526.0746875
262,77,Functional,2024-02-25,Surface,Minor,Automated Testing,906.96,2,3,1,2,2024,2,Sunday,0.14,Critical,297,507.0961061946902,10,76.5737,501.8043097643098
263,96,Functional,2024-05-03,Internal,Minor,Manual Testing,446.61,2,2,1,3,2024,5,Friday,0.13,Medium,352,507.0961061946902,10,59.2923,526.0746875
264,39,Structural,2024-01-29,Surface,Minor,Manual Testing,406.06,1,3,1,3,2024,1,Monday,0.11,Medium,352,502.6245738636364,6,52.7325,526.0746875
265,54,Structural,2024-06-08,Component,Minor,Automated Testing,286.25,1,1,1,2,2024,6,Saturday,0.09,Medium,297,502.6245738636364,12,43.9343,501.8043097643098
266,74,Structural,2024-06-22,Surface,Critical,Manual Testing,319.6,1,3,3,3,2024,6,Saturday,0.15,Medium,352,502.6245738636364,7,84.6054,526.0746875
267,57,Functional,2024-06-04,Surface,Moderate,Manual Testing,798.16,2,3,2,3,2024,6,Tuesday,0.06,Critical,352,507.0961061946902,6,30.9094,526.0746875
268,48,Functional,2024-01-05,Component,Critical,Manual Testing,674.23,2,1,3,3,2024,1,Friday,0.07,High,352,507.0961061946902,6,44.5807,526.0746875
269,99,Cosmetic,2024-03-09,Component,Minor,Manual Testing,940.48,3,1,1,3,2024,3,Saturday,0.1,Critical,352,513.9084789644013,5,55.981300000000005,526.0746875
270,71,Functional,2024-04-05,Internal,Critical,Visual Inspection,42.63,2,2,3,1,2024,4,Friday,0.06,Low,351,507.0961061946902,8,29.5278,494.0540740740741
271,37,Cosmetic,2024-06-26,Surface,Critical,Automated Testing,433.02,3,3,3,2,2024,6,Wednesday,0.08,Medium,297,513.9084789644013,6,50.3751,501.8043097643098
272,65,Structural,2024-04-09,Internal,Minor,Manual Testing,606.91,1,2,1,3,2024,4,Tuesday,0.11,High,352,502.6245738636364,5,55.3059,526.0746875
273,94,Structural,2024-06-15,Surface,Moderate,Automated Testing,129.41,1,3,2,2,2024,6,Saturday,0.06,Low,297,502.6245738636364,3,34.898,501.8043097643098
274,83,Cosmetic,2024-02-05,Surface,Critical,Manual Testing,444.1,3,3,3,3,2024,2,Monday,0.11,Medium,352,513.9084789644013,4,52.4495,526.0746875
275,71,Functional,2024-05-29,Surface,Moderate,Manual Testing,634.26,2,3,2,3,2024,5,Wednesday,0.06,High,352,507.0961061946902,7,29.5278,526.0746875
276,46,Cosmetic,2024-01-13,Surface,Moderate,Manual Testing,672.89,3,3,2,3,2024,1,Saturday,0.13,High,352,513.9084789644013,10,65.2049,526.0746875
277,56,Functional,2024-05-22,Internal,Minor,Visual Inspection,557.67,2,2,1,1,2024,5,Wednesday,0.18,High,351,507.0961061946902,2,99.163,494.0540740740741
278,34,Functional,2024-06-22,Internal,Minor,Manual Testing,272.53,2,2,1,3,2024,6,Saturday,0.09,Medium,352,507.0961061946902,7,21.541700000000002,526.0746875
279,19,Structural,2024-02-17,Internal,Minor,Visual Inspection,503.24,1,2,1,1,2024,2,Saturday,0.04,Medium,351,502.6245738636364,9,19.823600000000003,494.0540740740741
280,27,Functional,2024-04-23,Surface,Critical,Visual Inspection,611.37,2,3,3,1,2024,4,Tuesday,0.12,High,351,507.0961061946902,7,66.631,494.0540740740741
281,69,Cosmetic,2024-01-24,Surface,Minor,Visual Inspection,501.54,3,3,1,1,2024,1,Wednesday,0.08,Medium,351,513.9084789644013,3,59.1702,494.0540740740741
282,90,Structural,2024-05-20,Surface,Minor,Manual Testing,290.23,1,3,1,3,2024,5,Monday,0.13,Medium,352,502.6245738636364,6,48.49940000000001,526.0746875
283,63,Cosmetic,2024-01-30,Internal,Moderate,Manual Testing,195.84,3,2,2,3,2024,1,Tuesday,0.2,Low,352,513.9084789644013,7,91.7406,526.0746875
284,86,Structural,2024-04-09,Internal,Moderate,Visual Inspection,88.05,1,2,2,1,2024,4,Tuesday,0.14,Low,351,502.6245738636364,5,71.40729999999999,494.0540740740741
285,82,Structural,2024-05-17,Surface,Critical,Manual Testing,97.99,1,3,3,3,2024,5,Friday,0.08,Low,352,502.6245738636364,5,33.7604,526.0746875
286,65,Structural,2024-06-19,Internal,Critical,Visual Inspection,349.24,1,2,3,1,2024,6,Wednesday,0.11,Medium,351,502.6245738636364,5,55.3059,494.0540740740741
287,14,Structural,2024-01-31,Internal,Critical,Manual Testing,421.51,1,2,3,3,2024,1,Wednesday,0.11,Medium,352,502.6245738636364,3,56.9366,526.0746875
288,48,Structural,2024-05-26,Internal,Critical,Manual Testing,422.77,1,2,3,3,2024,5,Sunday,0.07,Medium,352,502.6245738636364,7,44.5807,526.0746875
289,61,Structural,2024-02-07,Internal,Minor,Automated Testing,925.03,1,2,1,2,2024,2,Wednesday,0.11,Critical,297,502.6245738636364,3,59.6751,501.8043097643098
290,35,Structural,2024-02-27,Internal,Minor,Automated Testing,319.58,1,2,1,2,2024,2,Tuesday,0.11,Medium,297,502.6245738636364,3,58.6208,501.8043097643098
291,67,Functional,2024-04-22,Surface,Moderate,Automated Testing,556.42,2,3,2,2,2024,4,Monday,0.12,High,297,507.0961061946902,4,67.6574,501.8043097643098
292,16,Structural,2024-02-04,Surface,Minor,Automated Testing,818.54,1,3,1,2,2024,2,Sunday,0.05,Critical,297,502.6245738636364,8,35.5939,501.8043097643098
293,44,Structural,2024-01-02,Internal,Moderate,Automated Testing,320.62,1,2,2,2,2024,1,Tuesday,0.11,Medium,297,502.6245738636364,11,42.5841,501.8043097643098
294,80,Cosmetic,2024-03-31,Internal,Moderate,Manual Testing,178.82,3,2,2,3,2024,3,Sunday,0.11,Low,352,513.9084789644013,3,33.486799999999995,526.0746875
295,83,Structural,2024-02-29,Surface,Critical,Manual Testing,237.65,1,3,3,3,2024,2,Thursday,0.11,Low,352,502.6245738636364,9,52.4495,526.0746875
296,93,Structural,2024-03-14,Component,Moderate,Manual Testing,658.16,1,1,2,3,2024,3,Thursday,0.09,High,352,502.6245738636364,4,34.596599999999995,526.0746875
297,43,Structural,2024-01-23,Surface,Minor,Visual Inspection,326.58,1,3,1,1,2024,1,Tuesday,0.13,Medium,351,502.6245738636364,5,75.4063,494.0540740740741
298,87,Cosmetic,2024-02-14,Surface,Minor,Manual Testing,301.61,3,3,1,3,2024,2,Wednesday,0.12,Medium,352,513.9084789644013,5,62.4517,526.0746875
299,56,Cosmetic,2024-05-26,Surface,Minor,Visual Inspection,357.56,3,3,1,1,2024,5,Sunday,0.18,Medium,351,513.9084789644013,7,99.163,494.0540740740741
300,3,Functional,2024-04-26,Internal,Critical,Manual Testing,358.21,2,2,3,3,2024,4,Friday,0.08,Medium,352,507.0961061946902,10,31.0665,526.0746875
301,22,Structural,2024-05-03,Surface,Moderate,Manual Testing,89.91,1,3,2,3,2024,5,Friday,0.08,Low,352,502.6245738636364,10,37.5166,526.0746875
302,85,Cosmetic,2024-05-06,Internal,Minor,Automated Testing,18.42,3,2,1,2,2024,5,Monday,0.04,Low,297,513.9084789644013,9,13.3725,501.8043097643098
303,80,Functional,2024-04-25,Component,Moderate,Visual Inspection,294.31,2,1,2,1,2024,4,Thursday,0.11,Medium,351,507.0961061946902,1,33.486799999999995,494.0540740740741
304,17,Functional,2024-04-24,Internal,Minor,Visual Inspection,865.96,2,2,1,1,2024,4,Wednesday,0.14,Critical,351,507.0961061946902,9,72.947,494.0540740740741
305,35,Cosmetic,2024-06-12,Component,Minor,Visual Inspection,578.28,3,1,1,1,2024,6,Wednesday,0.11,High,351,513.9084789644013,5,58.6208,494.0540740740741
306,39,Structural,2024-02-13,Surface,Critical,Visual Inspection,495.87,1,3,3,1,2024,2,Tuesday,0.11,Medium,351,502.6245738636364,6,52.7325,494.0540740740741
307,30,Functional,2024-06-19,Component,Minor,Visual Inspection,728.39,2,1,1,1,2024,6,Wednesday,0.09,High,351,507.0961061946902,5,52.728199999999994,494.0540740740741
308,47,Cosmetic,2024-01-08,Component,Minor,Manual Testing,949.72,3,1,1,3,2024,1,Monday,0.11,Critical,352,513.9084789644013,5,62.7588,526.0746875
309,24,Structural,2024-03-23,Component,Moderate,Manual Testing,56.12,1,1,2,3,2024,3,Saturday,0.08,Low,352,502.6245738636364,12,33.579899999999995,526.0746875
310,76,Structural,2024-05-26,Component,Moderate,Automated Testing,56.35,1,1,2,2,2024,5,Sunday,0.11,Low,297,502.6245738636364,7,56.2061,501.8043097643098
311,38,Structural,2024-04-08,Internal,Minor,Manual Testing,651.35,1,2,1,3,2024,4,Monday,0.08,High,352,502.6245738636364,7,38.5737,526.0746875
312,47,Cosmetic,2024-02-23,Component,Minor,Manual Testing,471.27,3,1,1,3,2024,2,Friday,0.11,Medium,352,513.9084789644013,7,62.7588,526.0746875
313,82,Cosmetic,2024-05-29,Surface,Moderate,Visual Inspection,732.6,3,3,2,1,2024,5,Wednesday,0.08,High,351,513.9084789644013,7,33.7604,494.0540740740741
314,36,Cosmetic,2024-02-19,Component,Minor,Automated Testing,865.3,3,1,1,2,2024,2,Monday,0.12,Critical,297,513.9084789644013,7,52.018499999999996,501.8043097643098
315,40,Functional,2024-01-15,Internal,Minor,Automated Testing,49.2,2,2,1,2,2024,1,Monday,0.07,Low,297,507.0961061946902,7,26.2277,501.8043097643098
316,28,Cosmetic,2024-06-09,Surface,Critical,Manual Testing,567.72,3,3,3,3,2024,6,Sunday,0.12,High,352,513.9084789644013,7,55.408199999999994,526.0746875
317,31,Cosmetic,2024-01-09,Surface,Moderate,Visual Inspection,490.53,3,3,2,1,2024,1,Tuesday,0.12,Medium,351,513.9084789644013,11,62.9977,494.0540740740741
318,34,Functional,2024-03-03,Component,Minor,Manual Testing,11.38,2,1,1,3,2024,3,Sunday,0.09,Low,352,507.0961061946902,10,21.541700000000002,526.0746875
319,56,Functional,2024-02-23,Component,Moderate,Visual Inspection,409.72,2,1,2,1,2024,2,Friday,0.18,Medium,351,507.0961061946902,7,99.163,494.0540740740741
320,45,Functional,2024-01-05,Component,Minor,Visual Inspection,515.07,2,1,1,1,2024,1,Friday,0.15,High,351,507.0961061946902,6,95.3236,494.0540740740741
321,32,Structural,2024-06-06,Component,Moderate,Visual Inspection,42.44,1,1,2,1,2024,6,Thursday,0.05,Low,351,502.6245738636364,3,26.941100000000002,494.0540740740741
322,54,Functional,2024-05-30,Internal,Critical,Automated Testing,883.58,2,2,3,2,2024,5,Thursday,0.09,Critical,297,507.0961061946902,6,43.9343,501.8043097643098
